24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE
"Exchange Dr, 8000 blk - South of Tuscany Way",2549,1666,,,4215,12/16/2003 12:00:00 AM
"Exchange Dr, 8100 blk - South of Cross Park Dr",766,886,,,1652,12/16/2003 12:00:00 AM
"Exchange Dr, 8200 blk - South of Forbes Dr",826,1142,,,1968,12/16/2003 12:00:00 AM
"Exposition Blvd, 1700 blk - North of Bridle Path",5017,4909,,,9926,09/29/2008 12:00:00 AM
"Expostion Blvd, 2100 blk - South of Windsor Road",4950,4885,,,9835,09/29/2008 12:00:00 AM
"Expostion Blvd, 2600 blk - South of Westover",4667,5103,,,9770,09/29/2008 12:00:00 AM
"Expostion Blvd, 3100 blk - South of Carlton Road",3618,3826,,,7444,09/29/2008 12:00:00 AM
"Expostion Blvd, 800 blk - North of West 8th St",5734,4521,,,10255,09/29/2008 12:00:00 AM
"Expostion Blvd, 800 blk - South of West 10th St",5112,3750,,,8862,06/23/2008 12:00:00 AM
"Fair Oaks Dr, 1800 blk - East of Manchaca Rd",,,257,250,507,09/18/2013 12:00:00 AM
"Fair Oaks Dr, 1800 blk - East of Manchaca Rd",,,257,250,507,09/18/2013 12:00:00 AM
"Fair Oaks Dr, 1800 blk - West of Kings Hwy",,,263,260,523,02/12/2008 12:00:00 AM
"Fairfield Dr, 1100 blk - West of Bradford Dr",,,1141,1123,2264,05/17/2010 12:00:00 AM
"Fairfield Dr, 1100 blk - West of New Hampshire Dr",,,1497,1322,2819,01/12/2004 12:00:00 AM
"Fairfield Dr, 1200 blk - West of Maine Dr",,,1548,1451,2999,09/12/2007 12:00:00 AM
"Fairfield Dr, 1400 blk - East of Redfield Ln",,,1517,1348,2865,05/17/2010 12:00:00 AM
"Fairfield Dr, 1400 blk - West of Remington Ln",,,2572,2384,4956,05/17/2010 12:00:00 AM
"Fairfield Dr, 1500 blk - West of US 183 WSR",,,417,895,1312,11/18/2010 12:00:00 AM
"Fairfield Dr, 1500 blk - West of US 183 WSR",,,550,1027,1577,04/10/2014 12:00:00 AM
"Fairfield Dr, 800 blk - East of Bridgeport Dr",,,1586,1432,3018,08/13/2003 12:00:00 AM
"Fairfield Dr, 900 blk - East of Bridgeport Dr",,,1534,1553,3087,05/17/2010 12:00:00 AM
"Fairfield Dr, 900 blk - East of Bridgeport Dr",,,1729,1685,3414,02/21/2012 12:00:00 AM
"Fairfield Dr, 900 blk - West of Bridgeport Dr",,,1518,1331,2849,08/13/2003 12:00:00 AM
"Fairmont Ave, 1100 blk - East of Kenwood Ave",,,285,303,588,04/11/2001 12:00:00 AM
"Fairview Dr, 4900 blk - North of W Highland Terrace          1-way SB",n/a,582,,,582,08/21/2001 12:00:00 AM
"Fairview Dr, 5000 blk - South of Hancock Dr                     1-way SB",n/a,776,,,776,08/21/2001 12:00:00 AM
"Fairway Hill Dr, 9000 blk - South of Balcones Club Dr",41,53,,,94,01/07/2003 12:00:00 AM
"Fall Meadow Ln, 8400 blk - North of Doyal Ln ",515,518,,,1033,03/06/2012 12:00:00 AM
"Far Hills Dr, 4100 blk - North of Mesa Dr",120,123,,,243,09/13/2010 12:00:00 AM
"Far West Blvd, 3400 blk - @ Austin Center Blvd",,,13778,13529,27307,12/12/2011 12:00:00 AM
"Far West Blvd, 3400 blk - East of Wood Hollow Dr",,,15931,14591,30522,09/05/2001 12:00:00 AM
"Far West Blvd, 3700 blk - West of Hart Ln",,,7266,6621,13887,09/04/2001 12:00:00 AM
"Far West Blvd, 3900 blk - @ Northledge Dr ",,,5008,4916,9924,09/13/2011 12:00:00 AM
"Far West Blvd, 4000 blk - East of Mesa Dr",,,5577,5608,11185,04/07/2005 12:00:00 AM
"Far West Blvd, 4100 blk - West of Mesa Dr",,,2929,2527,5456,04/19/2005 12:00:00 AM
"Far West Blvd, 4200 blk - 4200 blk - West of West Rim",,,2499,2186,4685,10/18/2013 12:00:00 AM
"Far West Blvd, 4200 blk - West of West Rim",,,2499,2186,4685,10/08/2013 12:00:00 AM
"Far West Blvd, 4300 blk - West of North Hills Trail",,,2351,2303,4654,04/19/2005 12:00:00 AM
"Far West Blvd, 4400 blk - East of Marbry's Ridge Cir",,,2106,2151,4257,10/08/2013 12:00:00 AM
"Far West Blvd, 4400 blk - East of Marbrys Ridge Cove",,,2106,2151,4257,10/08/2013 12:00:00 AM
"Far West Blvd, 4800 blk - West of Santolina Cove",,,1888,2003,3891,04/07/2005 12:00:00 AM
"Farmhaven Rd, 11400 blk - West of Harris Branch Pkwy",,,431,242,673,03/04/2003 12:00:00 AM
"Farmhaven Rd, 11500 blk - East of Harris Branch Pkwy",,,859,853,1712,09/25/2002 12:00:00 AM
"Farmhaven Rd, 11600 blk - East of Lansdowne Rd",,,345,316,661,09/25/2002 12:00:00 AM
"Felix Avenue, 6100 blk - East of Community",,,324,353,677,09/25/2012 12:00:00 AM
"Fernwood Rd, 1200 blk - East of Elwood Rd",,,353,225,578,10/06/2008 12:00:00 AM
"Finley Dr, 4500 blk - North of W. 45th St",223,190,,,413,04/05/2001 12:00:00 AM
"Finley Dr, 4800 blk - South of W. 49th St",405,289,,,694,04/05/2001 12:00:00 AM
"Finley Dr, 4900 blk - North of W. 49th 1/2 St",326,313,,,639,04/05/2001 12:00:00 AM
"Fireoak Dr, 7300 blk - South of Charred Oak Dr",1061,976,,,2037,08/27/2007 12:00:00 AM
"Fireoak Dr, 7500 blk - North of Rain Creek Pkwy",1079,1086,,,2165,02/21/2006 12:00:00 AM
"Fireoak Dr, 7500 blk - South of Rain Creek Pkwy",1052,1184,,,2236,02/15/2006 12:00:00 AM
"Fireoak Dr, 7600 blk - East of Yaupon Dr",,,807,935,1742,10/27/2003 12:00:00 AM
"Fletcher Hall Ln, 11600 blk - East of Staked Plains Loop (north)",,,122,132,254,09/12/2005 12:00:00 AM
"Floradale Dr, 1000 blk - East of Bluff Bend Dr",,,148,157,305,03/29/2010 12:00:00 AM
"Flournoy Dr, 400 blk - East of Cedardale Dr",,,659,763,1422,11/05/2008 12:00:00 AM
"Flournoy Dr, 500 blk - East of Glennhollow Path",,,756,784,1540,10/01/2007 12:00:00 AM
"FM 1825, 15100 blk - South of Barbergale Dr",11782,11204,,,22986,01/12/2009 12:00:00 AM
"FM 1825, 15400 blk - North of Demaret St",11449,10720,,,22169,01/12/2009 12:00:00 AM
"FM 969 (E MLK Blvd), 7400 blk - West of Sendero Hills Pkwy",,,13756,13774,27530,10/27/2014 12:00:00 AM
"Foal Lane, 1600 blk - West of Metric Blvd",,,193,154,347,05/04/2005 12:00:00 AM
"Fontana Dr, 3000 blk - South of Wilson St",175,245,,,420,02/25/2008 12:00:00 AM
"Forest Wood Rd, 7900 blk - South of Reno Dr",444,466,,,910,07/21/2009 12:00:00 AM
"Fort Clark Dr, 5000 blk - North of Ft Drum Dr",419,303,,,722,04/22/2013 12:00:00 AM
"Fort Clark Dr, 5000 blk - North off Fort Drum Dr",419,303,,,722,04/22/2013 12:00:00 AM
"Fort McGruder, 200 blk - East of Wilson St",,,267,167,434,04/01/2008 12:00:00 AM
"Foster Ln, 3200 blk - West of Shoal Creek Blvd",,,1103,1106,2209,02/21/2012 12:00:00 AM
"Foster Ranch Rd, 5800 blk - North of Southwest Pkwy",1312,1188,,,2500,04/21/2003 12:00:00 AM
"Fountainbleu Dr (north), 10700 blk - East of Spicewood Club Dr",,,62,60,122,11/25/2002 12:00:00 AM
"Four Iron Dr, 11600 blk - North of Spicewood Springs Rd",5004,2121,,,7125,01/06/2003 12:00:00 AM
"Four Iron Dr, 11600 blk - North of Spicewood Springs Rd",5034,2320,,,7354,08/27/2002 12:00:00 AM
"Four Iron Dr, 11700 blk - North of Rustic Rock Dr",3597,2554,,,6151,05/11/2005 12:00:00 AM
"Four Iron Dr, 11700 blk - North of Rustic Rock Dr",4662,2632,,,7294,03/09/2004 12:00:00 AM
"Four Iron Dr, 11700 blk - North of Rustic Rock Dr",4789,1899,,,6688,01/06/2003 12:00:00 AM
"Four Iron Dr, 8600 blk - South of Balcones Club Dr",5221,2119,,,7340,06/19/2003 12:00:00 AM
"Frate Barker Rd, 1800 blk - West of Jim Thorpe",,,2108,2053,4161,11/07/2006 12:00:00 AM
"Freidrich Ln, 4400 blk - South of E St. Elmo Rd",7531,10167,,,17698,08/13/2001 12:00:00 AM
"Freidrich Ln, 4500 blk - North of Sponberg Dr",3764,5973,,,9737,11/08/2006 12:00:00 AM
"Freidrich Ln, 4800 blk - South of Sponberg Dr",3295,5347,,,8642,11/08/2006 12:00:00 AM
"Freidrich Ln, 4900 blk - North of Teri Rd",5845,8451,,,14296,08/13/2001 12:00:00 AM
"French Place, 2700 blk - North of Manor Rd",75,198,,,273,03/29/2004 12:00:00 AM
"French Place, 3200 blk - South of Edgewood Ave",73,102,,,175,03/29/2004 12:00:00 AM
"Fresco Dr N, 5000 blk - South of Hancock Dr",49,47,,,96,04/09/2001 12:00:00 AM
"Friar Tuck Ln, 2500 blk - South of East Side Dr",54,61,,,115,11/06/2008 12:00:00 AM
"Frontier Trail, 4500 blk - West of Rim Rock",,,568,285,853,10/03/2012 12:00:00 AM
"Frontier Trail, 4600 blk - South of Nevada Path",420,473,,,893,10/15/2012 12:00:00 AM
"Frontier Valley Dr,  1400 blk - North of Apartment Drwy",972,1026,,,1998,03/26/2012 12:00:00 AM
"Fruth St, 2800 blk - North of Gudalupe St",1232,640,,,1872,02/12/2003 12:00:00 AM
"Gaines Mill Ln, 7300 blk - West of Manchaca Rd",,,546,604,1150,09/10/2002 12:00:00 AM
"Gaines Mill Ln, 7500 blk - North of Trede Dr",344,376,,,720,09/09/2002 12:00:00 AM
"Gaines Mill Ln, 7700 blk - South of Gaines Mill Cove",330,339,,,669,09/09/2002 12:00:00 AM
"Galewood Dr, 9000 blk - North of Payton Gin Rd",1354,1346,,,2700,09/27/2004 12:00:00 AM
"Garden Villa Ln, 3300 blk - North of Cardinal Ln",775,1065,,,1840,09/01/2004 12:00:00 AM
"Garden Villa Ln, 3400 blk - South of Cardinal Ln",1522,1562,,,3084,09/01/2004 12:00:00 AM
"Garden Villa Ln, 3700 blk - South of South Center St",1291,1822,,,3113,11/06/2008 12:00:00 AM
"Gardner Rd, 1000 blk - North of Mayhall Dr",894,1127,,,2021,02/17/2004 12:00:00 AM
"Garner Ave, 1100 blk - South of Dexter St",349,286,,,635,04/08/2002 12:00:00 AM
"Garner Ave, 1900 blk - North of Treadwell St",332,260,,,592,04/08/2002 12:00:00 AM
"Garrett Run E., 100 blk - West of Derringer Trl",,,321,528,849,04/13/2010 12:00:00 AM
"Garrett Run W., 200 blk - North of Bell Star Ct",518,313,,,831,04/13/2010 12:00:00 AM
"Gaston Ave, 1000 blk - East of Claire Ave",,,397,518,915,02/20/2008 12:00:00 AM
"Gaston Ave, 1100 blk - West of Claire Ave",,,245,180,425,11/27/2007 12:00:00 AM
"Gaston Ave, 1600 blk - East of Jefferson St",,,210,197,407,05/07/2007 12:00:00 AM
"Gaston Place, 2100 blk - West of North Hampton Pl",,,3155,3690,6845,04/24/2001 12:00:00 AM
"Gate Way, 11900 blk - North of Duval Rd",131,158,,,289,10/16/2002 12:00:00 AM
"Gatling Gun Ln, 11800 blk - North of Yandall Dr",,,678,560,1238,12/06/2004 12:00:00 AM
"Gatling Gun Ln, 11900 blk -  South of Yandall Dr",,,919,782,1701,12/06/2004 12:00:00 AM
"Gatling Gun Ln, 12100 blk - East of Brodie Ln",,,937,689,1626,02/17/2004 12:00:00 AM
"Gault St, 7700 blk - South of Stobaugh St",202,273,,,475,11/13/2007 12:00:00 AM
"Geneva Dr, 7200 blk - North of Bucknell Dr",970,527,,,1497,03/31/2014 12:00:00 AM
"Georgian Dr, 8100 blk - South of E. Lola Dr",3974,3623,,,7597,06/06/2001 12:00:00 AM
"Georgian Dr, 8200 blk - North of White Oaks Dr",3541,2804,,,6345,02/13/2013 12:00:00 AM
"Georgian Dr, 8200 blk - North of White Oaks Dr",3541,2804,,,6345,02/13/2013 12:00:00 AM
"Georgian Dr, 8400 blk - South of E. Walnut Dr ",3420,2563,,,5983,06/06/2001 12:00:00 AM
"Georgian Dr, 8800 blk - South of Home Place East",2562,1705,,,4267,12/02/2009 12:00:00 AM
"Georgian Dr, 8900 blk - North of Home Place East",2777,1638,,,4415,06/06/2001 12:00:00 AM
"Georgian Drive, 8800 blk - North of Florence Drive",2895,1682,,,4577,09/18/2012 12:00:00 AM
"Gettysburg Dr, 2700 blk - West of Ft Sumter Rd",,,162,174,336,09/10/2002 12:00:00 AM
"Gibson St West, 900 blk - East of S. 3rd St",,,341,418,759,03/23/2002 12:00:00 AM
"Gillis St, 4400 blk - South of Casey St",172,331,,,503,02/12/2008 12:00:00 AM
"Gillis St, 4700 blk - South of Birchwood Ct",61,74,,,135,02/12/2008 12:00:00 AM
"Gilwell Dr, 13000 blk - West of Bahan Dr",,,1389,1409,2798,10/25/2010 12:00:00 AM
"Gilwell Dr, 13100 blk - East of Bahan Dr",,,1043,1075,2118,10/25/2010 12:00:00 AM
"Glass Mountain Trail, 10500 blk - South of Taterwood Dr",111,102,,,213,11/20/2002 12:00:00 AM
"Glen Carrie Ln, 10100 blk - West of Pickfair Dr",,,28,18,46,01/15/2003 12:00:00 AM
"Glen Cliff Dr, 1900 blk - South of Foxglen Dr",113,90,,,203,10/07/2002 12:00:00 AM
"Glencrest Drive, 1400 blk - East of Belfast Dr",,,205,421,626,09/19/2012 12:00:00 AM
"Glendale Pl, 2100 blk - North of E. Live Oak St",504,105,,,609,04/26/2001 12:00:00 AM
"Glenlake Dr, 8900 blk - East of Plaintain Cove",,,542,632,1174,04/15/2014 12:00:00 AM
"Glenn Ln, 9000 blk - South of Cooper Dr",138,164,,,302,02/03/2003 12:00:00 AM
"Glenview Ave, 3200 blk - South of W. 32nd St",173,362,,,535,05/07/2007 12:00:00 AM
"Gloucester Ln, 5500 blk - North of Chevy Circle",116,152,,,268,02/13/2012 12:00:00 AM
"Gold Wing, 1900 blk - East of Metric Blvd",,,502,393,895,03/18/2003 12:00:00 AM
"Golden Meadow Dr, 10400 blk - South of Little Pebble Dr",1354,1267,,,2621,12/05/2007 12:00:00 AM
"Golden Quail, 10400 blk - South of Button Quail",184,217,,,401,12/05/2007 12:00:00 AM
"Golden Quail, 10600 blk - South of Button Quail",296,255,,,551,12/05/2007 12:00:00 AM
"Goodrich Ave, 1700 blk - North of Nash Ave",405,408,,,813,04/08/2002 12:00:00 AM
"Goodrich Ave, 2000 blk - North of Blue Crest Dr",608,490,,,1098,04/08/2002 12:00:00 AM
"Goodrich Ave, 2100 blk - South of Frazier Ave",438,511,,,949,10/15/2001 12:00:00 AM
"Gracy Farms Ln, 1400 blk - West of Swearingen Dr",,,870,790,1660,03/17/2003 12:00:00 AM
"Gracy Farms Ln, 1500 blk - East of Bittern Hollow",,,1103,999,2102,03/17/2003 12:00:00 AM
"Gracy Farms Ln, 1600 blk - West of Bittern Hollow",,,892,800,1692,03/17/2003 12:00:00 AM
"Gracy Farms Ln, 1900 blk - East of Metric Blvd",,,1650,1650,3300,03/17/2003 12:00:00 AM
"Grady Dr W, 300 blk - West of Turner Dr",,,1557,1190,2747,02/13/2013 12:00:00 AM
"Grady Dr West, 300 blk - West of Turner Dr",,,1557,1190,2747,02/13/2013 12:00:00 AM
"Grand Oak Circle, 10510 blk - East of Grand Oak Dr",,,68,57,125,01/14/2003 12:00:00 AM
"Grand Oak Dr, 10400 blk - South of Grand Oak Circle",159,185,,,344,11/25/2002 12:00:00 AM
"Grand Oak Dr, 9700 blk - West of Ravenwood Cove",,,450,380,830,11/25/2002 12:00:00 AM
"Grand Oak Dr, 9900 blk - South of Tree Bend Dr",406,452,,,858,09/18/2002 12:00:00 AM
"Granger Dr, 6800 blk - South of Bucks Run",166,100,,,266,03/12/2002 12:00:00 AM
"Grasshopper Dr, 3300 blk - East of Tea Rose Trl",,,47,63,110,01/23/2008 12:00:00 AM
"Grayledge Dr, 8300 blk - North of Valley Forge Dr",142,127,,,269,11/13/2006 12:00:00 AM
"Grayledge Dr, 8400 blk - South of Potomac Dr",128,106,,,234,11/13/2006 12:00:00 AM
"Great Britain Blvd, 600 blk - West of Romney Rd",,,1311,1217,2528,12/04/2001 12:00:00 AM
"Great Britain Blvd, 700 blk - West of Soho Dr",,,1047,979,2026,12/04/2001 12:00:00 AM
"Great Britain Blvd, 800 blk - West of Palace Parkway",,,375,375,750,03/03/2005 12:00:00 AM
"Great Britain Blvd, 800 blk - West of Palace Parkway",,,534,573,1107,10/06/2003 12:00:00 AM
"Great Britain Blvd, 800 blk - West of Ruddington Dr",,,786,949,1735,09/19/2007 12:00:00 AM
"Great Britain Blvd, 900 blk - East of Lainsbeth Ln",,,306,321,627,09/18/2013 12:00:00 AM
"Great Britain Blvd, 900 blk - East of Lambeth Ln",,,362,399,761,12/04/2001 12:00:00 AM
"Great Britain Blvd, 900 blk - East of Lambeth Ln",,,306,321,627,09/18/2013 12:00:00 AM
"Great Britian Blvd, 800 blk - West of Palace Pkwy",,,316,825,1141,04/29/2013 12:00:00 AM
"Great Northern Blvd, 6800 blk - South of Stoneway Dr",615,716,,,1331,11/29/2004 12:00:00 AM
"Green Forest Dr, 1300 blk - East of Gillis St",,,242,353,595,02/12/2008 12:00:00 AM
"Green Forest Dr, 1300 blk - West of Richmond Ave",,,254,343,597,10/02/2007 12:00:00 AM
"Green Forest Dr, 1300 blk - West of Richmond Ave",,,236,273,509,10/03/2012 12:00:00 AM
"Greenbrook Pkwy, 2000 blk - East of Blanton Dr",,,590,536,1126,10/09/2001 12:00:00 AM
"Greenlawn Pkwy, 2600 blk - West of Dougherty St",,,947,694,1641,01/23/2003 12:00:00 AM
"Greenlawn Pkwy, 2800 blk - West of Greenhaven Dr",,,1231,1123,2354,01/23/2003 12:00:00 AM
"Greenlawn Pkwy, 3000 blk - East of Shoal Creek Blvd",,,161,165,326,01/23/2003 12:00:00 AM
"Greenlee Dr, 2200 blk - West of Dormarion Ln",,,115,111,226,11/05/2009 12:00:00 AM
"Greenway, 3500 blk - North of East 35th St",27,71,,,98,08/01/2007 12:00:00 AM
"Greenwood Ave, 2100 blk - South of Pershing Ave",244,107,,,351,06/15/2004 12:00:00 AM
"Greenwood Avenue, 2000 blk - North of East MLK Blvd",260,207,,,467,04/10/2014 12:00:00 AM
"Greyledge Dr, 8300 blk - North of Valley Forge",130,108,,,238,10/07/2013 12:00:00 AM
"Greyledge Dr, 8300 blk - North of Valley Forge",130,108,,,238,10/07/2013 12:00:00 AM
"Greystone Dr, 3500 blk - West of Woodhollow Dr.",,,2762,3253,6015,04/04/2006 12:00:00 AM
"Greystone Dr, 3800 blk - East of Stonecliff",,,1596,1943,3539,06/23/2014 12:00:00 AM
"Greystone Dr, 3800 blk - West of Hart Ln",,,2067,2241,4308,02/22/2012 12:00:00 AM
"Greystone Dr, 3900 blk - West of Chimney Corners",,,1910,2132,4042,04/04/2006 12:00:00 AM
"Greystone Dr, 4200 blk - West of Lost Ridge Dr",,,2006,2017,4023,04/04/2006 12:00:00 AM
"Greystone Dr, 4300 blk - East of West Rim Dr",,,1728,1721,3449,07/15/2004 12:00:00 AM
"Greystone Dr, 4600 blk - West of Deep Woods Dr",,,1403,1547,2950,04/04/2006 12:00:00 AM
"Grooms St, 3400 blk - South of E. 35th St",137,133,,,270,05/17/2006 12:00:00 AM
"Grooms St, 3500 blk - North of E. 35th St",189,137,,,326,05/17/2006 12:00:00 AM
"Grove Blvd, 1000 blk - North of ACC North Dr-Way",1070,1156,,,2226,01/25/2001 12:00:00 AM
"Grove Blvd, 1200 blk - South of ACC South Dr-Way",2991,3076,,,6067,08/12/2002 12:00:00 AM
"Grove Blvd, 1200 blk - South of ACC South Dr-Way",4550,4978,,,9528,01/25/2001 12:00:00 AM
"Grove Blvd, 1500 blk - North of Fairway St",5398,5344,,,10742,01/18/2005 12:00:00 AM
"Grove Blvd, 1600 blk - South of Fairway St",5596,5656,,,11252,01/18/2005 12:00:00 AM
"Grove Blvd, 2000 blk - North of Riverside Dr",4972,5356,,,10328,01/25/2001 12:00:00 AM
"Grove Blvd, 2300 blk - South of Riverside Dr",1978,1756,,,3734,08/12/2002 12:00:00 AM
"Grover Ave, 6700 blk - South of Choquette Dr",1430,1151,,,2581,09/10/2007 12:00:00 AM
"Grover Ave, 7100 blk - South of Piedmont Ave",1633,1130,,,2763,11/13/2007 12:00:00 AM
"Grover Ave, 7400 blk - South of Richcreek Rd",1568,1121,,,2689,09/10/2007 12:00:00 AM
"Grover Ave, 7500 blk - North of Richcreek Rd",1459,976,,,2435,11/13/2007 12:00:00 AM
"Guadalupe St West, 4800 blk - South of Guadalupe/Lamar split",no count,5972,,,5972,04/16/2002 12:00:00 AM
"Guadalupe St, 100 blk - South of West 2nd St",n/a,17140,,,17140,03/25/2015 12:00:00 AM
"Guadalupe St, 1300 blk - South of W. 14th St                 1-way SB",n/a,14441,,,14441,06/21/2005 12:00:00 AM
"Guadalupe St, 1600 blk - South of W. 17th St",n/a,13249,,,13249,01/22/2008 12:00:00 AM
"Guadalupe St, 200 blk - North of West 2nd St",n/a,14380,,,14380,05/18/2006 12:00:00 AM
"Guadalupe St, 2200 blk - North of W. 22nd St",12313,16333,,,28646,09/17/2002 12:00:00 AM
"Guadalupe St, 2500 blk - North of W. 25th St",14321,16659,,,30980,09/17/2002 12:00:00 AM
"Guadalupe St, 2600 blk - North of W. 26th St",13981,13628,,,27609,06/21/2005 12:00:00 AM
"Guadalupe St, 2600 blk - North of W. 26th St",14857,14071,,,28928,09/19/2001 12:00:00 AM
"Guadalupe St, 2700 blk - North of W. 27th St",13962,14296,,,28258,09/17/2002 12:00:00 AM
"Guadalupe St, 3100 blk - South of W. 31st 1/2 St",14091,14501,,,28592,03/31/2003 12:00:00 AM
"Guadalupe St, 3200 blk - North of W. 32nd St",13693,14168,,,27861,09/17/2002 12:00:00 AM
"Guadalupe St, 3200 blk - North of W. 32nd St",13712,14298,,,28010,09/19/2001 12:00:00 AM
"Guadalupe St, 3200 blk - South of W. 33rd St",13867,14358,,,28225,01/26/2011 12:00:00 AM
"Guadalupe St, 3200 blk - South of W. 33rd St",15628,15802,,,31430,04/01/2009 12:00:00 AM
"Guadalupe St, 3400 blk - North of W. 34th St",13269,13621,,,26890,09/19/2001 12:00:00 AM
"Guadalupe St, 3500 blk - North of W. 35th St",14254,14302,,,28556,03/31/2003 12:00:00 AM
"Guadalupe St, 400 blk - South of West 5th St",n/a,17106,,,17106,01/23/2008 12:00:00 AM
"Guadalupe St, 4000 blk - North of W. 40th St",10554,10400,,,20954,06/20/2005 12:00:00 AM
"Guadalupe St, 4000 blk - North of W. 40th St",11961,12685,,,24646,03/31/2003 12:00:00 AM
"Guadalupe St, 4100 blk - North of W. 41st St",11428,11673,,,23101,09/17/2002 12:00:00 AM
"Guadalupe St, 4300 blk - North of W. 43rd St",12032,12240,,,24272,03/31/2003 12:00:00 AM
"Guadalupe St, 4600 blk - North of West 46th St",6454,7669,,,14123,03/31/2003 12:00:00 AM
"Guadalupe St, 6300 blk - North of Hammack Dr",1353,1440,,,2793,03/23/2010 12:00:00 AM
"Guadalupe St, 6600 blk - North of Brentwood St",1201,1296,,,2497,03/23/2010 12:00:00 AM
"Guadalupe St, 7300 blk - North of W. O'Dell St",1779,2043,,,3822,02/26/2001 12:00:00 AM
"Guidepost Trl, 2700 blk - West of Marsh Ln",,,2750,2310,5060,11/29/2007 12:00:00 AM
"Gunter St, 1100 blk - North of Goodwind Ave",796,921,,,1717,04/27/2010 12:00:00 AM
"Gunter St, 1100 blk - South of Goodwind Ave",798,955,,,1753,04/27/2010 12:00:00 AM
"Gunter St, 700 blk - North of Gonzales St",180,118,,,298,04/16/2014 12:00:00 AM
"Hampton Rd, 3300 blk - South of Harris Ave",262,411,,,673,04/01/2002 12:00:00 AM
"Hancock Dr, 2300 blk - West of Shoalwood Ave",,,2751,2430,5181,04/10/2001 12:00:00 AM
"Hancock Dr, 2600 blk - East of Finley Dr",,,4421,4589,9010,04/10/2001 12:00:00 AM
"Hancock Dr, 2800 blk - East of Placid Place",,,3390,3767,7157,04/10/2001 12:00:00 AM
"Hancock Dr, 3100 blk - West of Mopac Blvd  (Loop 1)",,,3433,3810,7243,05/13/2003 12:00:00 AM
"Hancock Dr, 3200 blk - East of Fairview Dr",,,3461,4041,7502,04/10/2001 12:00:00 AM
"Haney Dr, 6700 blk - North of Fordham Ln",165,137,,,302,02/29/2012 12:00:00 AM
"Haney St, 6300 blk - South of Brunswick Dr",218,291,,,509,04/01/2002 12:00:00 AM
"Hardy Dr, 7000 blk - South of W St Johns",408,460,,,868,11/14/2007 12:00:00 AM
"Hardy Dr, 7300 blk - North of Madison Ave",421,386,,,807,11/14/2007 12:00:00 AM
"Hardy Dr, 7600 blk - North of St Joseph Blvd",291,393,,,684,11/13/2007 12:00:00 AM
"Hardy Dr, 7600 blk - South of Barbara St",275,385,,,660,09/10/2007 12:00:00 AM
"Hardy Dr, 7700 blk - South of Barbara St",268,331,,,599,07/21/2010 12:00:00 AM
"Hardy Dr, 7800 blk - North of Barbara St",275,396,,,671,07/21/2010 12:00:00 AM
"Harmon Ave, 5200 blk - North of E. 52nd St",365,304,,,669,02/05/2004 12:00:00 AM
"Harpers Ferry Ln, 3300 blk - West of Clarksburg Dr",,,1107,1189,2296,02/19/2013 12:00:00 AM
"Harris Ave, 700 blk - East of Woodrow St",,,517,440,957,10/02/2008 12:00:00 AM
"Harris Ave, 700 blk - East of Woodrow St",,,548,469,1017,05/08/2007 12:00:00 AM
"Harris Ave, 700 blk - East of Woodrow St",,,468,472,940,01/14/2013 12:00:00 AM
"Harris Ave, 700 blk - West of Hampton Rd",,,563,482,1045,02/20/2002 12:00:00 AM
"Harris Blvd, 2400 blk - South of Wooldridge Dr",1515,1297,,,2812,02/28/2013 12:00:00 AM
"Harris Blvd, 2500 blk - North of Hardouin",1025,1284,,,2309,05/07/2007 12:00:00 AM
"Harris Blvd, 2500 blk - South of Ethridge Ave",897,896,,,1793,04/12/2004 12:00:00 AM
"Harris Blvd, 2500 blk - South of Ethridge Ave",986,916,,,1902,10/14/2003 12:00:00 AM
"Harris Blvd, 2600 blk - North of Ethridge Ave",1026,787,,,1813,04/12/2004 12:00:00 AM
